Sentence	Tag	TaggedSentence
"Caterpillar's actual results may differ materially from those described or implied in our forward-looking statements based on a number of factors, including, but not limited to: (i) global economic conditions and economic conditions in the industries we serve; (ii) government monetary or fiscal policies and infrastructure spending; (iii) commodity price changes, component price increases, fluctuations in demand for our products or significant shortages of component products; (iv) disruptions or volatility in global financial markets limiting our sources of liquidity or the liquidity of our customers, dealers and suppliers; (v) political and economic risks, commercial instability and events beyond our control in the countries in which we operate; (vi) failure to maintain our credit ratings could increase our cost of borrowing and adversely affect our cost of funds, liquidity, competitive position and access to capital markets; (vii) our Financial Products segment's risks associated with the financial services industry; (viii) changes in interest rates or market liquidity conditions could adversely affect Cat Financial's and our earnings and /or cash flow; (ix) an increase in delinquencies, repossessions or net losses of Cat Financials customers could adversely affect its results; (x) new regulations or changes in financial services regulations; (xi) we may not realize all of the anticipated benefits of our acquisitions, joint ventures or divestitures, or these benefits may take longer to realize than expected; (xii) international trade policies may impact demand for our products and our competitive position; (xiii) our ability to develop, produce and market quality products that meet our customers' needs; (xiv) the highly competitive environment in which we operate could adversely affect our sales and pricing; (xv) we may not realize all of the anticipated benefits from a number of initiatives to increase our productivity, efficiency and cash flow and to reduce costs; (xvi) we could incur additional restructuring charges and may not realize anticipated savings or benefits from past or future cost reduction actions; (xvii) inventory management decisions and sourcing practices of our dealers and our OEM customers; (xviii) compliance with environmental laws and regulation; (xix) alleged or actual violations of trade or anti-corruption laws and regulations; (xx) additional tax expense or exposure; (xxi) currency fluctuations; (xxii) our or Cat Financial's compliance with financial covenants; (xxiii) increased pension plan funding obligations; (xxiv) union disputes or other employee relations issues; (xxv) significant legal proceedings, claims, lawsuits or investigations; (xxvi) compliance requirements imposed if additional carbon emissions legislation and/or regulations are adopted; (xxvii) changes in accounting standards; (xxviii) failure or breach of IT security; (xxix) adverse effects of unexpected events including natural disasters; and (xxx) other factors described in more detail under ""Item 1A."	NJOB	"Caterpillar's actual results may differ materially from those described or implied in our forward-looking statements based on a number of factors, including, but not limited to: (i) global economic conditions and economic conditions in the industries we serve; (ii) government monetary or fiscal policies and infrastructure spending; (iii) commodity price changes, component price increases, fluctuations in demand for our products or significant shortages of component products; (iv) disruptions or volatility in global financial markets limiting our sources of liquidity or the liquidity of our customers, dealers and suppliers; (v) political and economic risks, commercial instability and events beyond our control in the countries in which we operate; (vi) failure to maintain our credit ratings could increase our cost of borrowing and adversely affect our cost of funds, liquidity, competitive position and access to capital markets; (vii) our Financial Products segment's risks associated with the financial services industry; (viii) changes in interest rates or market liquidity conditions could adversely affect <ORG>'s and our earnings and /or cash flow; (ix) an increase in delinquencies, repossessions or net losses of <ORG>s customers could adversely affect its results; (x) new regulations or changes in financial services regulations; (xi) we may not realize all of the anticipated benefits of our acquisitions, joint ventures or divestitures, or these benefits may take longer to realize than expected; (xii) international trade policies may impact demand for our products and our competitive position; (xiii) our ability to develop, produce and market quality products that meet our customers' needs; (xiv) the highly competitive environment in which we operate could adversely affect our sales and pricing; (xv) we may not realize all of the anticipated benefits from a number of initiatives to increase our productivity, efficiency and cash flow and to reduce costs; (xvi) we could incur additional restructuring charges and may not realize anticipated savings or benefits from past or future cost reduction actions; (xvii) inventory management decisions and sourcing practices of our dealers and our OEM customers; (xviii) compliance with environmental laws and regulation; (xix) alleged or actual violations of trade or anti-corruption laws and regulations; (xx) additional tax expense or exposure; (xxi) currency fluctuations; (xxii) our or <ORG>'s compliance with financial covenants; (xxiii) increased pension plan funding obligations; (xxiv) union disputes or other employee relations issues; (xxv) significant legal proceedings, claims, lawsuits or investigations; (xxvi) compliance requirements imposed if additional carbon emissions legislation and/or regulations are adopted; (xxvii) changes in accounting standards; (xxviii) failure or breach of IT security; (xxix) adverse effects of unexpected events including natural disasters; and (xxx) other factors described in more detail under ""Item 1A."
Aircelle to Provide Engine Nacelle Support Services for Interjet's Growing Fleet of Sukhoi Superjet 100 Jetliners	VNSP	<ORG> to Provide Engine Nacelle Support Services for Interjet's <ORG> 100 Jetliners
PHOENIX, April 9, 2014 /PRNewswire/ -- Aircelle (Safran) has signed a nacelle services contract with Interjet to provide support for the nacelles and thrust reversers on this Mexican-based airline's fleet of Sukhoi Superjet 100 regional jetliners equipped with Powerjet SaM146...	VNSP	PHOENIX, April 9, 2014 /PRNewswire/ -- <ORG> (<PER>) has signed a nacelle services contract with Interjet to provide support for the nacelles and thrust reversers on this Mexican-based airline's fleet of Sukhoi Superjet 100 regional jetliners equipped with Powerjet SaM146...
Aircelle (Safran) has signed a nacelle services contract with Interjet to provide support for the nacelles and thrust reversers on this Mexican-based airline's fleet of Sukhoi Superjet 100 regional jetliners equipped with Powerjet SaM146 engines.	VNSP	<ORG> (<PER>) has signed a nacelle services contract with Interjet to provide support for the nacelles and thrust reversers on this Mexican-based airline's fleet of Sukhoi Superjet 100 regional jetliners equipped with Powerjet SaM146 engines.
Other factors contributing to the revenue contraction included decreased activity on information technology and logistics programs primarily related to in-theater force drawdown, lower funding levels for material and subcontracts on Navy contract vehicles, completion of a program to supply technical support to the Army and delays in U.S. government contract awards due to budget pressures.	NVNSP	Other factors contributing to the revenue contraction included decreased activity on information technology and logistics programs primarily related to in-theater force drawdown, lower funding levels for material and subcontracts on Navy contract vehicles, completion of a program to supply technical support to the <ORG> and delays in <LOC> government contract awards due to budget pressures.
IAM Employees at Alaska Airlines Ratify New Five-Year Contract	VNSP	<ORG> Employees at <LOC> Airlines Ratify New Five-Year Contract
SEATTLE, April 9, 2014 /PRNewswire/ -- Alaska Airlines' 2,500 clerical, office and passenger service employees, who are represented by the International Association of Machinists and Aerospace Workers, have ratified a new five-year contract.	VNSP	SEATTLE, April 9, 2014 /PRNewswire/ -- <LOC> Airlines' 2,500 clerical, office and passenger service employees, who are represented by the International Association of Machinists and Aerospace Workers, have ratified a new five-year contract.
Additional information about AT&T Inc. and the products and services provided by AT&T subsidiaries and affiliates is available at  or follow our news on Twitter at @ATT, on Facebook at 	VNSP	Additional information about <ORG> Inc. and the products and services provided by <ORG> subsidiaries and affiliates is available at  or follow our news on <ORG> at @ATT, on <ORG> at 
Table Trac, Inc. Signs Contract to Supply Casino Management System to the Yurok Tribe's New Redwood Hotel Casino in Northern California	VNSP	<ORG> Signs Contract to Supply Casino Management System to the <ORG>'s <ORG> in <LOC>ern <LOC>
MINNETONKA, Minn., April 9, 2014 /PRNewswire/ -- Table Trac, Inc. (OTCQB: TBTC), a developer and provider of casino information and management systems that automate and monitor the operations of casinos, today announced the completion of a new systems contract to provide its CasinoTrac casino management system for the Yurok Tribe's new Redwood Hotel Casino located in the heart of the Redwood National and State Parks in Klamath, California.	VNSP	MINNETONKA, <LOC>, April 9, 2014 /PRNewswire/ -- <ORG> (OTCQB: TBTC), a developer and provider of casino information and management systems that automate and monitor the operations of casinos, today announced the completion of a new systems contract to provide its CasinoTrac casino management system for the <ORG>'s new Redwood Hotel Casino located in the heart of the <ORG> in <LOC>, <LOC>.
Regarding mining in Goa, the Expert committee appointed by the Supreme Court submitted its second interim report to the Court on 24 March 2014.	NJOB	<PER>arding mining in <LOC>, the Expert committee appointed by the <ORG> submitted its second interim report to the Court on 24 March 2014.
"These forward-looking statements are subject to a variety of risks, uncertainties and other factors that could cause actual events or results to differ from those expressed or implied, including, without limitation, risks and uncertainties related to: production, development plans and cost estimates for the Pirquitas mine and the Marigold mine; future exploration and development; Mineral Reserves and Mineral Resources estimates and our ability to extract mineralization profitably and replace our Mineral Reserves; our ability to successfully integrate the Marigold mine acquisition; our ability to obtain adequate financing; fluctuations in exchange rates and in spot and forward prices for silver, gold and base metals and certain other commodities; counterparty and market risks related to the sale of our concentrates; political, financial, social, legal or economic developments or changes in any of the countries where we carry on business; compliance with governmental laws and regulations, including health, safety and environmental laws and regulations; title to our mineral properties and the surface rights thereon; competition in the mining industry and our ability to access mining services, properties, equipment, qualified personnel and management; regulatory compliance costs; unpredictable risks and hazards related to the development and operation of a mine or mine property that are beyond our control; operational safety and security; and those other various risks and uncertainties identified under the heading ""Risk Factors"" in our most recent Form 40-F and Annual Information Form filed with the U.S. Securities and Exchange Commission and Canadian securities regulatory authorities."	NACQ	"These forward-looking statements are subject to a variety of risks, uncertainties and other factors that could cause actual events or results to differ from those expressed or implied, including, without limitation, risks and uncertainties related to: production, development plans and cost estimates for the <LOC> mine and the Marigold mine; future exploration and development; Mineral Reserves and Mineral Resources estimates and our ability to extract mineralization profitably and replace our Mineral Reserves; our ability to successfully integrate the Marigold mine acquisition; our ability to obtain adequate financing; fluctuations in exchange rates and in spot and forward prices for silver, gold and base metals and certain other commodities; counterparty and market risks related to the sale of our concentrates; political, financial, social, legal or economic developments or changes in any of the countries where we carry on business; compliance with governmental laws and regulations, including health, safety and environmental laws and regulations; title to our mineral properties and the surface rights thereon; competition in the mining industry and our ability to access mining services, properties, equipment, qualified personnel and management; regulatory compliance costs; unpredictable risks and hazards related to the development and operation of a mine or mine property that are beyond our control; operational safety and security; and those other various risks and uncertainties identified under the heading ""Risk Factors"" in our most recent Form 40-F and <ORG> filed with the <LOC> <ORG> and <LOC> securities regulatory authorities."
