Sentence	Tag	TaggedSentence
"""LIC was bailing out the government for the past couple of years, and it has bought PSU stocks at rock bottom prices,"" said Arun Kejriwal, head of Kris Securities."	ACQ	<ORG> eyes poll booster to create 2 million new jobs
CRISIL expects FMCG and Telecom margins to improve -- FMCG due to cost control; Telecom on subscriber acquisitions and controlled marketing costs.	NACQ	The upcoming general elections are set to play a key role in the job market, with HR experts pinning their hopes on a stable government to help create over two million new jobs and boost hiring activities by 30-40 per cent this year.
Bankia has already sold stakes worth more than 2.4 billion euros in groups such as airline holding IAG, insurer Mapfre, IT company Indra and hotelier NH Hoteles.	ACQ	As per estimates of various human resource consultants and executive search firms, <ORG> need to hire 12-14 lakh new workers in 2014 to meet their existing business needs.
Sebi smells rat in Sun Pharma-Ranbaxy Director	ACQ	Members of the ruling <ORG> of <LOC> (<ORG>) headed by <PER> visited the <LOC> , which, after 20 years of development, now boasts about 20,000 hi-tech companies.
Sun Pharmaceutical Industries surged another seven per cent on Wednesday but the company came under a cloud as multiple complaints of alleged insider trading in Ranbaxy shares before the announcement of the $3.2- billion takeover have been lodged with Securities and Exchange Board of India ( Sebi).	ACQ	"Authenticating the popular perception about <PER> , the cable says <LOC>'s foreign policy, going by <PER>'s appointment, will be dictated predominately by Prime Minister <PER> and senior staff at <ORG> . ""<ORG> leaders appear to have chosen <PER> as a safe pair of hands, someone non-controversial and without deep ambition."
Tata Power topped the buying list, rising nearly 4 percent followed by NTPC with 2 percent.	NACQ	"Generated shortly after <PER>'s appointment as foreign minister, the cable says <PER> stands in contrast to his predecessor, <PER> , the ""ultimate <ORG> fixer and operator whose ambitions for the PM's post are wellknown' ."
Piramal Enterprises has sold back its 11 percent stake in Vodafone India to parent company Vodafone Plc for Rs 8900 crore.	ACQ	More and more banks are willing to sign similar agreements with <ORG> as they want Micro, Small and Medium (<ORG>) to be their customers, <PER> said.
Slideshow 	NACQ	"""<ORG> was appointed for guiding us in preparing curriculum and understand the demand for the courses we offer, apart from the other business feasibility analysis,"" he told <ORG> on the sidelines of a media conference."
Reuters Market Eye - Life Insurance Corp was spotted selling IT and bank shares after a recent rally, said four Directorers at brokerages that handle trades on behalf of India's largest state-run insurer.	ACQ	Power Purchase Agreement (PPA) has been already been signed with <ORG> for the 10 MW solar plant out of which 8 MW is located near Stage II area of Permanent Township of the plant and remaining 2 MW near to village <LOC>(adjacent to <ORG> plant).
Aquis Exchange hires new head of regulation	JOB	<ORG>'s unit to get Euro 850 million as working capital; stock gains
One of Europeâ€™s newest trading platforms is battling to bring a new fee model to the European equities market	NJOB	<ORG>, a wholly owned subsidiary of <ORG> signed an agreement with a consortium of banks for syndicated working capital facilities of EUR 850 million.
Please complete all fields in the form to login.	NJOB	Shares of <ORG> Energy surged higher in trade after its <LOC>-based wholly owned subsidiary <ORG> signed an agreement with a consortium of banks for syndicated working capital facilities of EUR 850 million for the period of 3 years.
After Ziff Davis, Inc. acquired IGN Entertainment, the company decided to continue with Adform as its rich media provider for the whole group.	ACQ	In the evening, both <ORG> and promoter <ORG> informed the stock exchanges that the latter would sell 5.55-crore shares, or a 3.23 per cent stake, in <ORG> to comply with <ORG>'s minimum public holding norms.
Adform provides technical support, service and production for all rich media formats in use today, including the IAB Rising Stars, on any device.	VNSP	<ORG> said the open offer price is fixed at Rs 600 apiece to acquire up to 75 per cent.
Karpati left the SEC last year to become chief compliance officer of Prudential Financial Inc's mutual fund arm.	JOB	In a big-ticket land deal in <LOC>, Steel major <ORG> has sold its 25-acre <LOC> land parcel for Rs 1,155 crore to <ORG>.
In La Liga, they are a point clear of Barca with six games left and three ahead of neighbours Real Madrid, closing in on what would be an incredible title for a club whose long-suffering fans have grown used to the dominance of Spain's vastly wealthier big two.	NJOB	<ORG> signed an agreement with <ORG> on Saturday to buy 7.3 acres of land parcel in <LOC>, according to sources.<ORG> , a real estate arm of <ORG> group, will build premium homes on the land and expects Rs 1,300 crore revenue from the project, they added.When contacted, <ORG> spokesperson declined to comment on the land deal.
Israel MakovÂ’s tenure as chairman of Sun Pharmaceuticals Industries has seen three acquisitions Â— URL Pharma, Dusa Pharmaceutical and now Ranbaxy Laboratories Â— and a joint venture to develop therapies for ocular diseases with US-based Intrexon.	ACQ	<ORG> buys 7 acres land in <LOC> for Rs 214 crore
